arxiv_id,title,angles,claim,not_covered
2606.10147,From Senses to Decisions: The Information Flow of Auditory and Visual Perception in Multimodal LLMs,F,Traces audio/visual token routing in Qwen2.5-Omni and Video-SALMONN2 Plus; audio contribution scales with task reliance; tokens droppable after transfer to the LLM with little loss.,Routing interpretability; no provenance axis. Tooling precedent for a mechanistic follow-up.
2605.30748,Chatterbox-Flash: Prior-Calibrated Block Diffusion for Streaming Zero-Shot TTS,H,"Resemble AI's arXiv paper in the Chatterbox line: AR decoder fine-tuned into block-diffusion for streaming zero-shot TTS; ""high-fidelity synthesis comparable to strong autoregressive and non-autoregressive baselines""; the original Chatterbox (0.5B, MIT, 5-20 s reference, PerTh watermark on every output) has no paper",Model description only; training data undisclosed (LibriSpeech overlap possible); PerTh watermark is a CLONE/STOCK-only systematic difference; no listener or audio-LLM behaviour study
2605.28064,"I Hear, Therefore I Trust",P,Humans as synthetic-speech detectors.,see candidate_provenance_preemption.md
2605.26136,Eroding Trust in Real Speech: A Large-Scale Study of Human Audio Deepfake Perception,F,"35,532 judgments, 1,768 listeners, 138 systems: human accuracy on fakes flat (72.9 to 71.2%) but on real speech fell 72.7 to 64.1%; LM-based and commercial TTS hardest; ML detector >94.5%.","Humans, not models; no LALM. Human comparator for the explicit probe and the real-speech-penalised framing."
2605.20519,Codec-Robust Attacks on Audio LLMs,G,"Latent-space perturbations survive Opus/MP3/AAC compression (85.5% ASR on Opus, up to 100% on MP3); lossy compression is not a reliable defence","Adversarial, not benign provenance; background for codec channel as a meaningful control"
2605.13841,EVA-Bench: A New End-to-end Framework for Evaluating Voice Agents,H,"Bot-to-bot audio conversations with TTS-voiced simulated users; 213 scenarios, 12 systems, accent/noise perturbation suite (mean delta up to 0.314)",Every caller is synthetic and treated as inert; provenance is not a perturbation axis
2605.13737,Senses Wide Shut: A Representation-Action Gap in Omnimodal LLMs,F,IMAVB 500 clips: hidden states reliably encode premise-perception mismatches while outputs almost never reject the false claim; audio worse than vision; prompt-resistant; probe-guided logit adjustment helps.,"Premise conflicts, not provenance; no clone pairs. Conceptual template for implicit-without-explicit."
2605.00969,MedMosaic,P,"Real clinical audio vs ElevenLabs v3 synthetic subsets (App. A.8): Gemini-2.5-pro 65.3 -> 68.6, Flash 57.7 -> 59.1, while Qwen-omni-7b, Gemma-3n, Audio-Flamingo-3, GAMA drop > 12 points on synthetic.",see candidate_provenance_preemption.md
2604.25591,Walking Through Uncertainty: An Empirical Study of Uncertainty Estimation for Audio-Aware Large Language Models,F,First systematic uncertainty-estimation study for ALLMs across five methods; semantic and verification methods beat token-level on reasoning but rankings become model- and benchmark-dependent on hallucination/unanswerable settings.,No provenance or deepfake task; no matched pairs. Shows probe confidence cannot be read at face value.
2604.21276,Do LLM Decoders Listen Fairly? Benchmarking How Language Model Priors Shape Bias in Speech Recognition,G,Nine ASR models on Common Voice 24 and Fair-Speech (~43k utterances); LLM decoders do not amplify racial bias; audio compression predicts accent fairness more than LLM scale; 12 degradation conditions,"ASR/WER only, real speech only; no audio-LLM judge or assistant behaviour; no synthetic speech; useful for WER covariate and compression framing"
2604.19300,HalluAudio: A Comprehensive Benchmark for Hallucination Detection in Large Audio-Language Models,F,"5K+ human-verified QA over speech, sound, music; measures hallucination rate, yes/no bias, error type and refusal rate; broad acoustic-grounding deficiencies.",No synthetic-vs-real axis. Its yes/no-bias and refusal protocol is the template for scoring a binary provenance probe.
2604.17248,VIBE,P,"Real-world speech only (CREMA-D, SAA, L2-ARCTIC); explicitly *rejects* TTS stimuli as a methodological improvement.",see candidate_provenance_preemption.md
2604.14548,"VoxSafeBench: Not Just What Is Said, but Who, How, and Where",G,"Two-tier safety/fairness/privacy benchmark, 22 tasks; frontier SLMs detect acoustic cues yet fail to act on them (speech grounding gap); CosyVoice3 synthesis",Mostly synthesized audio; authors concede real-world failures may be worse but do not measure; no provenance axis
2604.13067,From Seeing it to Experiencing it: Interactive Evaluation of Intersectional Voice Bias in Human-AI Speech Interaction,G,"Quality-of-service vs content-level bias; accent x gender disparities in alignment and verbosity across three SpeechLLMs; voice-conversion user studies (N=24, N=19); MegaTTS3 clones",Clone-only TTS instrument; no real recordings through models; no provenance axis
2604.11594,HumDial-EIBench: A Human-Recorded Multi-Turn Emotional Intelligence Benchmark for Audio Language Models,G,"Argues most multi-turn benchmarks rely entirely on TTS speech; human-recorded MCQ benchmark; eight ALMs fail multi-turn emotional tracking, show text-dominance bias","Critique of TTS benchmarks asserted not measured; no TTS arm, no same-content comparison"
2603.28021,Audio Language Model for Deepfake Detection Grounded in Acoustic Chain-of-Thought,F,CoLMbo-DF injects textual acoustic features into the prompt so a small ALLM reasons over evidence; beats ALLM baselines; releases CoT-annotated pairs.,Fine-tuned detection; nothing on zero-shot deployed models or implicit behavioural sensitivity.
2603.16941,The Voice Behind the Words: Quantifying Intersectional Bias in SpeechLLMs,G,"2,880 interactions with MegaTTS3 clones of EdAcc speakers (6 accents x 2 genders) on three SpeechLLMs; Eastern-European female-presenting voices get lower helpfulness; humans more sensitive than LLM judges",Clone-only; original EdAcc recordings never evaluated; closest design to our CLONE arm without the REAL arm; no provenance axis
2603.15037,PhonemeDF: A Synthetic Speech Dataset for Audio Deepfake Detection and Naturalness Evaluation,H,"Parallel real (LibriSpeech subset) and synthetic speech from 4 TTS + 3 VC systems, phoneme-aligned; real-vs-synthetic phoneme KLD predicts detector performance","Closest stimulus construction to ours but outcome is detector accuracy and phoneme fidelity, not audio-LLM behaviour"
2603.13262,"Evaluation of Audio Language Models for Fairness, Safety, and Security",G,"Structural taxonomy of ALMs plus unified FSS framework; Qwen2-Audio vs Phi-4-multimodal differ in refusal, attack success, toxicity between audio and text; StyleTTS stimuli",TTS-only fairness (semantic invariance under synthetic paralinguistic variation); no real recordings; no provenance axis
2603.10725,HIR-SDD,P,CoT deepfake detection with LALMs.,see candidate_provenance_preemption.md
2602.04796,LALM-as-a-Judge: Benchmarking Large Audio-Language Models for Safety Evaluation in Multi-Turn Spoken Dialogues,G,"24,000 XTTS-v2 spoken dialogues with one unsafe turn; six LALM judges; audio adds non-lexical evidence but multimodal gains are text-anchored/conservative/interfering",TTS-only; lists synthetic speech as a limitation without measuring it; judge behaviour toward provenance untested
2602.04535,HoliAntiSpoof: Audio LLM for Holistic Speech Anti-Spoofing,F,"First ALLM framework casting anti-spoofing as text generation over method, attributes and semantic impact; DailyTalkEdit benchmark; in-context learning helps OOD.","Trained detector, not an audit of off-the-shelf assistants; no behavioural provenance delta."
2602.01030,BiasInEar,P,"Bias patterns (gender, accent, option order) under stock Gemini-TTS voices vs Chatterbox clones of 3 real speakers (US/UK/IN). ""Bias patterns closely match those observed under direct TTS generation.""",see candidate_provenance_preemption.md
2601.23255,Now You Hear Me (audio narrative attacks),P,"Jailbreak ASR with instruction-following TTS vs a small human-recorded set: ""same qualitative trends"", absolute values slightly lower for human.",see candidate_provenance_preemption.md
2601.23066,Towards Explicit Acoustic Evidence Perception in Audio LLMs for Speech Deepfake Detection,F,Audio-LLM detectors are biased toward semantic cues and miss fine acoustic artefacts; fakes with natural semantics bypass them; adding structured spectrograms restores acoustic access.,Semantic dominance shown for detection only; no same-speaker same-words pairs; no judge or assistant outcomes.
2601.14744,Unlocking Large Audio-Language Models for Interactive Language Learning,G,L2-Arctic-plus benchmark; instruction-tuned ALMs beat cascades on mispronunciation detection and actionable feedback,Real learner speech only; tutor role; no synthetic speech; no provenance axis
2601.10384,RSA-Bench: Benchmarking Audio Large Models in Real-World Acoustic Scenarios,G,Environmental soundscapes on clean speech: perception survives but reasoning collapses; vocal-like interference worst; denoising paradox (speech enhancement often worsens ALM performance),"Additive noise and enhancement artefacts, not codec resynthesis or synthetic provenance; no bias or judge outcomes"
2601.03615,SARA: Stress Test Reasoning in Audio Deepfake Detection,F,Five open ALMs under acoustic and linguistic attacks; acoustic attacks cut reasoning-verdict coherence 14.2%; trace coherence detects perturbed audio at 0.78 F1 without the waveform.,Reasoning faithfulness of detectors; no provenance effect on non-detection tasks; no clone pairs.
2601.02983,Interpretable All-Type Audio Deepfake Detection with Audio LLMs via Frequency-Time Reinforcement Learning,F,Binary-label SFT makes ALLMs black boxes and vanilla RFT hallucinates rationales; FT-GRPO on ~340K frequency-time CoT gives SOTA all-type detection with grounded rationales.,Training method; no evaluation of untuned model behaviour; speech is one of four audio types.
2601.00777,Investigating the Viability of Employing Multi-modal Large Language Models in the Context of Audio Deepfake Detection,F,Qwen2-Audio-7B-Instruct and SALMONN perform poorly at deepfake detection zero-shot and fail out-of-domain; in-domain fine-tuning with minimal supervision works.,Detection accuracy only; no matched real/clone pairs; no behavioural outcome; no comparison of detection with downstream treatment.
2512.14865,Audio MultiChallenge,P,"Human-recorded multi-turn user audio (47 speakers, 15 h) vs the same transcripts (whisper-large-v3) re-rendered with gpt-4o-mini-tts; 385-sample ablation. Text-output configs +7.5% relative with TTS; audio-output configs -2.5%; Voice Editing axis +11.5% / -13.0%. Models: Gemini 3 Pro, 2.5 Pro, 2.5 F",see candidate_provenance_preemption.md
2512.10652,"TriDF: Evaluating Perception, Detection, and Hallucination for Interpretable DeepFake Detection",F,"16 deepfake types across image/video/audio on frontier MLLMs; audio: SALMONN-7B most accurate with no interpretability, Gemini 2.5-Pro detection nearly at chance with best explanations.",Detection only; generic forgeries not same-speaker clones; no behavioural task. Closest closed-model number for the explicit probe baseline.
2512.09066,ORCA: Open-ended Response Correctness Assessment for Audio Question Answering,G,"9,663 human annotations on LALM open-ended answers; trained correctness models reach 0.91 Spearman with humans and beat Gemini 2.5 Flash as judge",Text-side judging of LALM outputs; audio provenance plays no role
2511.06592,MedVoiceBias: A Controlled Study of Audio LLM Behavior in Clinical Decision-Making,G,170 clinical cases x 36 Sesame-1B voice profiles; surgical recommendations differ up to 35% audio vs text; age disparities up to 12% survive CoT; six audio LLMs,Clones Common Voice profiles but never runs the originals; audio-vs-text gap confounded with synthetic provenance; no codec control; no detection probe
2510.02398,When Voice Matters: Evidence of Gender Disparity in Positional Bias of SpeechLLMs,G,"Token-level study of positional bias in SpeechLLM MCQA bias benchmarks on Qwen2-Audio-7B; positional bias stronger for female TTS voices (Azure, OrpheusTTS)",TTS-only; single model; no real-speech arm; no provenance axis
2510.02352,Evaluating Bias in Spoken Dialogue LLMs for Real-World Decisions and Recommendations,G,"FairDialogue: GUS/SNSR bias metrics across Qwen2.5-Omni, GLM-4-Voice, GPT-4o Audio, Gemini-2.5-Flash; open models sensitive to age/gender, recommendations amplify disparities; stimuli Index-TTS + ElevenLabs","TTS-only; every demographic cue is a TTS library voice; no real speaker, no clone, no synthetic-vs-real check, no detection probe"
2510.01254,Do Bias Benchmarks Generalise? Evidence from Voice-based Evaluation of Gender Bias in SpeechLLMs,G,LoRA-induced MCQA bias behaviours do not transfer to other MCQA benchmarks or long-form tasks; 20 Polly/ElevenLabs TTS voices,TTS-only; authors flag TTS voices may lack natural variability but never test it; no provenance axis
2509.22061,Speak Your Mind: The Speech Continuation Task as a Probe of Voice-Based Model Bias,G,"First bias evaluation of speech continuation (SpiritLM, VAE-GSLM, SpeechGPT); gender effects on agency/polarity; phonation reverts to modal more for female prompts; Azure TTS prompts",TTS-only; authors state prompts are synthetic and may lack natural variability; no real arm; no provenance axis
2509.21125,Acoustic-based Gender Differentiation in Speech-aware Language Models,G,"9,208 Kokoro-TTS samples; LLaMA-Omni family gives male-oriented answers on stereotypical questions, ignores gender when appropriate; traced to Whisper encoder tokens",TTS-only; encoder explanation never tested on real speech; no provenance axis
2509.21108,VoiceBBQ: Investigating Effect of Content and Acoustics in Social Bias of Spoken Language Model,G,"Spoken BBQ with 16 Kokoro-TTS voices separating content from acoustic bias; LLaMA-Omni amplifies gender/accent bias, Qwen2-Audio dampens acoustic cues",TTS-only (Kokoro); separates content from acoustics but never real from synthetic; no provenance axis
2508.21376,AHELM: A Holistic Evaluation of Audio-Language Models,G,Ten-aspect holistic benchmark over 14 ALMs; PARADE bias set synthetically verbalized in male/female voices; Gemini 2.5 Pro tops 5/10 aspects but shows ASR group unfairness (p=0.01); ASR baselines more noise-robust than most ALMs,"Bias on TTS, fairness on real corpora, never crossed; no synthetic-vs-real comparison; no provenance axis; no detection probe"
2507.21463,SpeechFake: A Large-Scale Multilingual Speech Deepfake Dataset Incorporating Cutting-Edge Generation Methods,F,"3M+ samples, 3000+ h, 40 generators (TTS, VC, neural vocoder), 46 languages; ablations on generation method, language and speaker variation.","Dedicated detectors, not LALMs; no behavioural or judge outcomes; vocoder partition is the nearest precedent for a RESYNTH arm."
2507.12705,AudioJudge: Understanding What Works in Large Audio Model Based Speech Evaluation,G,"LAM-as-judge study (GPT-4o-Audio, Gemini-2.5-Flash): concatenation + ICL helps; multi-aspect ensemble 0.91 Spearman with humans; judges robust to Gaussian noise (85-93% verdicts stable at 1 dB SNR) but verbosity/positional biases; mixed real and TTS corpora",Judge sensitivity to evaluee provenance never tested; no same-speaker real/synthetic pairs; no detection probe
2505.21148,Assessment of L2 Oral Proficiency using Speech Large Language Models,G,"Fine-tuned Qwen2-Audio-7B-Instruct as L2 grader beats statistical, text-encoder and SSL baselines on Linguaskill and Speak & Improve; generalises cross-task",Real learner speech only; trained grader; no provenance or fairness axis; deployment context for our GRADE outcome
2505.16211,AudioTrust,P,"Trustworthiness benchmark; reports GPT-4o audio refuses deepfake-detection requests almost completely (1.57%, 0%, 0% accuracy via refusal).",see candidate_provenance_preemption.md
2505.11079,ALLM4ADD,P,"Zero-shot ""is this audio fake or real?"" on Qwen-audio: 6-18% accuracy, near/below chance; SFT needed.",see candidate_provenance_preemption.md
2505.09558,WavReward: Spoken Dialogue Models With Generalist Reward Evaluators,G,"Audio-LM reward model trained on TTS-rendered ChatReward-30K (GPT-4o-mini-TTS, Step-Audio clones, CosyVoice2); accuracy 53.4% to 91.5%; 120 real dialogues as OOD test","Real dialogues are a generalisation test, not a matched comparison; reward model's treatment of provenance untested"
2503.07513,Language Models Fail to Introspect About Their Knowledge of Language,F,"Across 21 LLMs, prompted metalinguistic answers do not predict the model's own string probabilities beyond a near-identical model: no privileged self-access; prompted responses are not internal knowledge.","Text-only, grammaticality. Cited as the reason an explicit probe is a different measurement from a behavioural delta."
2502.08857,ASVspoof 5: Design Collection and Validation of Resources for Spoofing Deepfake and Adversarial Attack Detection Using Crowdsourced Speech,H,"Crowdsourced ~2,000-speaker database, 32 TTS/VC/adversarial attack algorithms optimised against surrogate detectors, speaker-disjoint protocols","Dedicated detector evaluation; no generalist audio-LLM, no matched behavioural outcome"
2501.17202,Audio Large Language Models Can Be Descriptive Speech Quality Evaluators,F,Most audio LLMs are unaware of the quality of speech they process; first natural-language quality corpus from human MOS; ALLD alignment reaches MSE 0.17 MOS and 98.6% A/B accuracy.,"Quality, not provenance; requires alignment training. Motivates grading as a channel where synthetic artefacts could leak."
2501.08238,CodecFake+: Codec-Based Resynthesized Data as a Proxy for Detecting CodecFake Speech,F,Codec re-synthesised speech from 31 open codecs is a valid training proxy for detecting codec-based TTS; codec taxonomy predicts detectability.,"Detector training; no LALM behaviour. Establishes that codec round-trips carry detectable artefacts, motivating the RESYNTH control."
2412.10117,CosyVoice 2: Scalable Streaming Speech Synthesis with Large Language Models,H,"FSQ supervised speech tokens, pre-trained LLM backbone, chunk-aware causal flow matching; claims human-parity naturalness and virtually lossless streaming quality",Parity claimed on MOS/SIM only; nothing on how a downstream model treats the output
2410.17196,VoiceBench: Benchmarking LLM-Based Voice Assistants,G,"First multi-faceted voice-assistant benchmark with real (CommonVoice, SD-QA) and Google-TTS instructions plus speaker and environment variations; Table 4: all models score higher on synthetic than real speech (VITA ~50% relative)","Synthetic-better result is across different items and speakers, confounded with recording noise; no clone, no codec control, no detection probe"
2410.06885,F5-TTS: A Fairytaler that Fakes Fluent and Faithful Speech with Flow Matching,H,Non-autoregressive flow-matching DiT TTS with filler-token text padding and Sway Sampling; RTF 0.15; 100K h public data; natural expressive zero-shot cloning; its LibriSpeech-PC WER/SIM protocol is the field standard,Alternative clone engine; no downstream behavioural measurement
2408.07665,Spoken Stereoset: On Evaluating Social Bias Toward Speaker in Speech Large Language Models,G,"2,847 TTS audio prompts (Azure gender voices, Topmediai age voices); most SLLMs show minimal bias, some slight stereotypical tendencies",TTS-only; demographic cue is a TTS voice label; no real speaker; MCQA only; no provenance axis
2407.06957,Listen and Speak Fairly: A Study on Semantic Gender Bias in Speech Integrated Large Language Models,G,"Spoken gender-bias toolkit over four tasks (STT, coreference, continuation, SQA); bias is language-dependent and varies with evaluation method; stimuli are Azure/Google/Amazon TTS voices",TTS-only; no real recordings run; no synthetic-vs-real comparison; no provenance axis; no grading/assistant outcomes
2406.16020,AudioBench: A Universal Benchmark for Audio Large Language Models,G,"8 tasks, 26 datasets; DREAM-TTS, OpenHermes-Audio, ALPACA-Audio are TTS-rendered while others are real; no single model wins everywhere",Never analyses TTS vs real subset performance; no provenance axis
2406.07237,CodecFake: Enhancing Anti-Spoofing Models Against Deepfake Audios from Codec-Based Speech Synthesis Systems,H,First codec-based deepfake dataset; anti-spoofing models trained on standard data cannot detect codec-resynthesised speech until trained on CodecFake,"Shows resynthesis is a distinct detectable artefact class (motivates RESYNTH); dedicated detectors only, no audio LLM, no behavioural outcome"
2406.04904,XTTS: a Massively Multilingual Zero-Shot Text-to-Speech Model,H,"Tortoise-based public zero-shot multilingual cloning system, 16 languages, SOTA in most",Engine only; candidate second engine for engine-generality check
2406.02430,Seed-TTS: A Family of High-Quality Versatile Speech Generation Models,H,"AR and DiT TTS ""virtually indistinguishable from human speech""; speaker similarity and naturalness match ground-truth human speech objectively and subjectively; reference/target zero-shot protocol on LibriSpeech test-clean",Instrument reaches perceptual parity; no measurement of machine treatment of its output
2402.13071,Codec-SUPERB: An In-Depth Analysis of Sound Codec Models,H,"Benchmark of neural codecs on content, paralinguistics, speaker and audio tasks plus signal metrics; codecs lose different information classes","Downstream classifier loss, not generative audio-LLM behaviour toward resynthesised speech"
2306.06546,High-Fidelity Audio Compression with Improved RVQGAN,H,"DAC: ~90x compression of 44.1 kHz audio at 8 kbps, universal single model, outperforms competing codecs, open weights",Alternative control codec; same gap as EnCodec
2301.02111,Neural Codec Language Models are Zero-Shot Text to Speech Synthesizers,H,"VALL-E: TTS as LM over EnCodec tokens, 60K h, 3-second in-context cloning; outperforms prior zero-shot TTS on naturalness and speaker similarity; preserves prompt emotion and environment",Origin of codec-token cloning (why RESYNTH control exists); no behavioural study
2210.13438,High Fidelity Neural Audio Compression,H,"EnCodec: streaming encoder-decoder, multiscale spectrogram adversary, loss balancer; MUSHRA-superior at 24 kHz mono and 48 kHz stereo; the codec used for our RESYNTH arm",No study of listener or model treatment of re-encoded vs original speech
2204.02152,UTMOS: UTokyo-SaruLab System for VoiceMOS Challenge 2022,H,"SSL-fine-tuned ensemble MOS predictor, top on VoiceMOS 2022 main and OOD tracks; standard automatic naturalness score",Predicts human naturalness ratings; scale uncalibrated on 2026 clones; within-study arm comparison only
2110.13900,WavLM: Large-Scale Self-Supervised Pre-Training for Full Stack Speech Processing,H,Masked prediction + denoising SSL on 94k h; SOTA on SUPERB incl. speaker verification; WavLM-SV cosine is the standard TTS speaker-similarity (SIM) metric,"SIM measures identity retention, not provenance; a precondition for our arms, not a result"
2110.01763,DNSMOS P.835: A Non-Intrusive Perceptual Objective Speech Quality Metric to Evaluate Noise Suppressors,H,"Non-intrusive SIG/BAK/OVRL predictor, PCC 0.94/0.98/0.98 with P.835 human ratings","Built for noise suppressors, not synthetic speech; quality covariate only"
2107.09667,Human Perception of Audio Deepfakes,H,"472 users, 14,912 rounds vs SOTA detector: humans and detectors share strengths and weaknesses; native speakers better, older participants worse, IT professionals no advantage",Human explicit detection only; nothing on trust/grading or on audio LLMs
1904.02882,LibriTTS: A Corpus Derived from LibriSpeech for Text-to-Speech,H,"585 h at 24 kHz from 2,456 LibriSpeech speakers re-cut for TTS; neural TTS trained on it reaches >4.0 naturalness MOS",Documents that LibriSpeech speakers are common TTS training data: possible seen-speaker contamination for CLONE; Chatterbox training data undisclosed
10.3389/fpsyg.2022.787499,Robot Voices in Daily Life: Vocal Human-Likeness and Application Context as Determinants of User Acceptance,H,"165 participants, five voices at graded realism; anthropomorphism, eeriness and acceptance vary with realism and application domain",Human judges only; supplies context-dependent trust framing for ASSIST outcome
10.3389/fnbot.2020.593732,The Human Takes It All: Humanlike Synthesized Voices Are Perceived as Less Eerie and More Likable,H,"95 adults rate IBM Watson, robot Sophia and human voices; human-likeness predicts lower eeriness and higher likability; paralinguistic cues used to separate human from artificial","Human listeners, no same-speaker clone condition, no machine listener"
10.1371/journal.pone.0285333,Warning: Humans cannot reliably detect speech deepfakes,H,n=529 English and Mandarin listeners spot deepfakes 73% of the time; no language difference; example-based training helps only slightly,"Human, explicit, 2023 synthesis; supplies the D4 comparison point, no implicit behavioural measure"
10.1250/ast.33.1,Speech synthesis technologies for individuals with vocal disabilities: Voice banking and reconstruction,H,Overview of clinical speech synthesis and the Edinburgh voice banking project for MND/ALS and Parkinson's: personalised synthetic voices for AAC from pre-loss recordings,HMM era; no study of third-party or machine response to a banked voice
10.1145/3405755.3406120,Persuasive Synthetic Speech: Voice Perception and User Behaviour,H,"CUI 2020; debating-style synthetic voice rated significantly more truthful and involved than audiobook-style synthetic voice in a flight-booking agent task, but recommendation-following unchanged","Compares two synthetic voices, not synthetic vs real; behaviour measured in the human"
10.1145/3313831.3376789,Choice of Voices: A Large-Scale Evaluation of Text-to-Speech Voice Quality for Long-Form Content,H,"CHI 2020; 18 TTS voices, 3 human voices, text control, ~1,090 crowd raters on listening experience, clarity/quality, comprehension: ""TTS voices are close to rivaling human voices, yet no single voice outperforms the others""","Human raters, unmatched speakers, stock TTS not clones; comprehension in listener not model"
10.1111/1460-6984.12588,Voice banking for people living with motor neurone disease: Views and expectations,H,">80% of plwMND develop speech difficulties, most use AAC; generic synthesized voices seen as impersonal and a barrier to AAC acceptance; voice banking argued to preserve identity",Clinical/qualitative; nothing on whether voice agents treat a banked voice differently
10.1109/ICASSP.2015.7178964,Librispeech: An ASR corpus based on public domain audio books,H,"~1000 h 16 kHz read English from LibriVox public-domain audiobooks; test-clean is the speaker-disjoint clean eval split; licence CC BY 4.0 (openslr.org/12, read live)",Built for ASR; test-clean doubles as the standard zero-shot TTS eval set so our stimuli sit where cloning papers report numbers
