"arxiv_id","title","angles","claim","not_covered"
"2609.20152","MTVA-Bench: Evaluating the Language Model Inside Cascaded Voice Agents","D","Evaluates the LM inside cascaded voice agents with an LLM caller and a mock backend that responds to arguments actually sent; 490 scenarios, 7 languages; tool choice similar across models but argument values, ordering and rule compliance drive a 24.4-point spread.","Cascade-only with text-simulated transcription issues; no audio pipeline factor; no silent-vs-surfaced classification; no acoustic conditions; no confirmation recovery."
"2512.14865","Audio MultiChallenge: A Multi-Turn Evaluation of Spoken Dialogue Systems on Natural Human Interaction","D","452 unscripted multi-turn conversations with Voice Editing and Audio-Cue axes; best model 54.65% pass; self-coherence degrades with longer audio.","Dialogue rubrics, not tool execution; no cascade arm, entity ledger, acoustics or confirmation."
"2609.19334","A frontend-backend architecture for tool calls in full-duplex speech models","D","Duplex speech frontend delegates to a text backend LLM for tool calls via streaming ASR; 92-97% tool-call recall; competitive on FDB-v3 and EVA-Bench.","System proposal, not a silent-wrong measurement; no entity-type ledger, acoustic crossing or confirmation."
"2606.21453","CORTIS: Text-Only Adaptation of Spoken Language Models for Task-Oriented Voice Agents","D","Text-only adaptation of Qwen2.5-Omni for structured outputs; competitive with matched ASR-LLM cascades and better under acoustic degradation, especially on high-level task semantics.","Training method; frame/action accuracy without silent-vs-errored separation or per-entity rates; no telephone band; no confirmation."
"2311.07418","Speech-based Slot Filling using Large Language Models","D","LLM slot filling on noisy ASR transcripts (SLURP) via ICL and fine-tuning with knowledge injection; +8.3 SLU-F1 for LLaMA-13B.","Cascade-only SLU-F1; no audio-native arm; no acoustic crossing; no executed calls or confirmation."
"2510.09424","The Speech-LLM Takes It All: A Truly Fully End-to-End Spoken Dialogue State Tracking Approach","D","End-to-end spoken DST with Speech-LLMs: full spoken history as input gives best JGA on SpokenWOZ; attention-pooled compression is a good trade-off.","DST JGA, not tool execution; no cascade crossing, acoustics, silent-vs-surfaced or confirmation."
"2609.01828","AVERT: Audio-Verified Adjudication for Spoken Dialogue State Tracking","D","States ASR errors concentrate in entity values in spoken DST; audio-conditioned verifier with vote/add/swap lifts SpokenWOZ JGA 33.04 -> 40.13.","Slot values in DST, not executed tool calls; model-side verifier rather than user confirmation; no acoustic crossing; no calibration of asking."
"2603.16783","SpokenUS: A Spoken User Simulator for Task-Oriented Dialogue","D","SpokenTOD (52k dialogues) with cross-turn slots, barge-in, disfluency, prosody; SpokenUS simulator discloses slot values gradually like humans.","User simulator, not a silent-wrong measurement; no pipeline comparison; no confirmation oracle."
"2508.15801","LingVarBench: Benchmarking LLMs on Entity Recognitions and Linguistic Verbalization Patterns in Phone-Call Transcripts","D","Entity extraction (ZIP, DOB, name) from phone-call transcripts with entity-specific readout styles; optimised prompts reach F1 ~94-95% on real calls.","Text transcripts only; extraction F1, not executed calls; no ASR/audio-LLM factor; no confirmation."
"2604.00610","Speech LLMs are Contextual Reasoning Transcribers","D","CoT-ASR: speech LLM reasons about context then transcribes; 8.7% rel. WER and 16.9% rel. entity error rate reduction over standard LLM-based ASR.","Training contribution; no downstream tool calls, silent-vs-surfaced split, acoustic crossing or confirmation."
"2606.19157","IndicContextEval: A Benchmark for Evaluating Context Utilisation in Audio Large Language Models Across 8 Indic Languages","D","56-h, 555-speaker Indic benchmark with 7-level context prompting incl. adversarial entities; AudioLLM transcribers differ substantially in context utilisation.","Transcription with context prompts; no tool calls, numeric-entity arguments or confirmation."
"2604.21276","Do LLM Decoders Listen Fairly? Benchmarking How Language Model Priors Shape Bias in Speech Recognition","D","Nine ASR models across CTC/enc-dec/LLM-decoder on ~43k utterances and 12 degradations: Whisper hallucinates on Indian-accented speech and loops under masking, LLM decoders insert 38x less; encoder compression is the lever.","Utterance WER/insertions, not entity-level or tool arguments; no telephone band; no confirmation."
"2604.19300","HalluAudio: A Comprehensive Benchmark for Hallucination Detection in Large Audio-Language Models","D","5K+ verified QA pairs over speech/sound/music with adversarial prompts; measures hallucination rate, yes/no bias, refusal across LALMs; grounding deficits.","QA hallucination, not spoken-entity transcription into tool arguments; no cascade arm or levers."
"2505.16211","AudioTrust: Benchmarking the Multifaceted Trustworthiness of Audio Large Language Models","D","Six trustworthiness dimensions, 26 sub-tasks, 4,420+ real samples; 14 ALLMs; non-semantic cues (timbre, accent, noise) manipulate behaviour.","Trust probes, not executed tool calls; no cascade comparison, entity ledger or confirmation."
"2603.29263","Audio Hallucination Attacks: Probing the Reliability of Large Audio Language Models","D","AHA-Eval query- and audio-based hallucination attacks; 95.35%/79.65% attack success on Audio Flamingo 3/Gemini 3 Pro; AHA-Guard reduces by up to 49%.","Adversarial sound-event hallucination, not benign entity mis-hearing; no tool calls, cascade or confirmation."
"2604.25591","Walking Through Uncertainty: An Empirical Study of Uncertainty Estimation for Audio-Aware Large Language Models","D","First systematic uncertainty-estimation study for audio-aware LLMs (5 methods, many settings): semantic/verification methods beat token-level on reasoning; rankings model-dependent on trustworthiness tasks; explores adaptive inference.","Uncertainty over QA answers, not tool-argument entities; no ASR-confidence/n-best gating; no clarification calibration; no cascade arm."
