"arxiv_id","title","angles","claim","not_covered"
"2609.04206","Auditing Bias and Safety in Voice AI Customer Care","E","Validation-gated audit framework for tool-mediated customer-care voice agents separating native S2S, cascaded and hybrid architectures under matched caller-presentation conditions.","Fairness/burden audit design; no entity-error or recovery measurement."
"2605.15104","From Text to Voice: A Reproducible and Verifiable Framework for Evaluating Tool Calling LLM Agents","E","Converts Confetti and When2Call to audio via TTS, speaker variation and DEMAND noise at 5-20 dB; 7 omni models plus text and ASR-cascade arms; text-to-voice gap 1.8-4.8 pts; argument-value errors are 54-57% of failures.","No recovery lever, no telephone band, no speaking rate or voices-per-accent, no silent-vs-asked ledger, no entity-type breakdown, no lever cost."
"2605.13841","EVA-Bench: A New End-to-end Framework for Evaluating Voice Agents","E","Bot-to-bot audio simulation with 213 enterprise scenarios, accent/noise perturbation suite, 12 systems across three architectures; accent/noise gaps up to 0.314.","Whole-call composite scores; no entity-level silent-wrong cell, no lever comparison."
"2604.22821","Audio2Tool: Speak, Call, Act - A Dataset for Benchmarking Speech Tool Use","E","~30k spoken tool-calling queries with voice-cloned TTS and diverse noise; SpeechLMs and ASR-LLM pipelines degrade under compositional and acoustic challenges.","Pass-rate benchmark; no silent-wrong ledger by entity type, no telephone band, no confirmation or gating lever."
"2604.04847","Full-Duplex-Bench-v3: Benchmarking Tool Use for Full-Duplex Voice Agents Under Real-World Disfluency","E","Real human disfluent audio with chained API calls; GPT-Realtime, Gemini Live, Grok, Ultravox and a Whisper->GPT-4o cascade compared on accuracy, latency, turn-taking; GPT-Realtime Pass@1 0.600.","Pass@1 and latency only; no wrong-argument cell, no acoustic factorial beyond disfluency, no recovery lever."
"2603.13686","tau-Voice: Benchmarking Full-Duplex Voice Agents on Real-World Domains","E","tau2-bench extended to full-duplex voice with accents and audio environments; voice agents reach 31-51% clean and 26-38% realistic vs 85% text.","Task pass rate; no entity-type ledger, no cascade-vs-native under telephone band, no confirmation or gating lever."
"2603.09881","Do What I Say: A Spoken Prompt Dataset for Instruction-Following","E","Human-recorded spoken vs written prompts across 9 tasks and 11 languages; text prompts consistently beat spoken prompts for SLLMs.","Instruction-following, not tool arguments or recovery."
"2602.07379","Aegis: Towards Governance, Integrity, and Security of AI Voice Agents","E","Red-teaming framework for voice agents (privacy leakage, privilege escalation, resource abuse); behavioural attacks survive access controls.","Adversarial misuse; accidental mis-hearing and confirmation recovery not studied."
"2602.11199","When and What to Ask: AskBench and Rubric-Guided RLVR for LLM Clarification","E","AskBench converts QA into multi-turn clarification checkpoints; rubric-guided RLVR improves when/what to ask.","Text-only; no speech or entity mis-hearing."
"2601.15339","Lost in Transcription: How Speech-to-Text Errors Derail Code Understanding","E","Indic spoken code queries through ASR and LLM refinement; identifiers and code-mixing derail downstream code tasks.","Code domain; no tool-call ledger, no pipelines factorial, no confirmation lever."
