"arxiv_id","title","angles","claim","not_covered"
"2604.04847","Full-Duplex-Bench-v3: Benchmarking Tool Use for Full-Duplex Voice Agents Under Real-World Disfluency","A","Real human disfluent audio, chained API calls, 6 configs incl. Whisper->GPT-4o cascade; GPT-Realtime Pass@1 0.600; cascade slowest","Pass@1 not argument-level ledger; disfluency is the factor; no lever"
"2605.13841","EVA-Bench: A New End-to-end Framework for Evaluating Voice Agents","A","Bot-to-bot audio simulation, EVA-A/EVA-X composites, 213 scenarios, accent and noise perturbation suite, 12 systems across 3 architectures; deltas up to 0.314","No entity-type ledger; no silent-vs-surfaced; no lever; no telephone band"
"2607.27453","VAmoS Bench: Voice Agent Simulation Bench","A","Phone-call simulation of a bank card-ops agent with 5 SQL tools, 100 scenarios, grader over full trace incl. tool arguments","Whole-call correctness; spoken-entity errors, acoustics and architecture not isolated; no lever"
"2608.10716","DuplexWorld: Can voice agents help you get through the day?","A","Six worlds, 156 scenarios, 350+ h; agentic, conversational, naturalness metrics; best Pass@1 0.490","Holistic; no entity ledger, acoustics or lever"
"2510.21244","VoiceAgentEval / OutboundEval: expert-level outbound-calling voice-agent benchmark","A","Six domains, 30 sub-scenarios, persona-rich LLM user simulator, dynamic scoring; 12 LLMs","LLM-side scripts; no audio pipeline comparison, entity ledger, acoustics or lever"
"2604.16456","EchoChain: A Full-Duplex Benchmark for State-Update Reasoning Under Interruptions","A","Controlled interruption injection; three failure patterns; half-duplex control cuts failures 40.2%","Interruption handling only"
"2609.24812","MSI-Bench: Evaluating Multi-Speaker Voice Interaction for Collaborative AI Agents","A","1,152 multi-party audio scenes with expected tool calls; best 66.8% EN","Multi-speaker perception; no argument ledger or lever"
"2608.24314","Benchmarking LLM Judges for Voice-Agent Evaluation: Reliability, Calibration, and Human Oversight","A","Human vs GPT-4.1/GPT-5 judges on telecom/retail voice-agent calls; reliability metric- and config-dependent","Judge study; no controlled entity measurement or lever"
"2609.04206","Auditing Bias and Safety in Voice AI Customer Care","A","Validation-gated audit framework separating S2S, cascaded and hybrid tool-mediated voice agents; synthetic worked example","Framework only, no results; no entity ledger or lever"
"2605.20755","DuplexSLA: A Full-Duplex Spoken Language Model with Synchronized Speech, Language, and Action","A","Native duplex model with a textual action channel for in-conversation tool calls; DuplexSLA-Bench","Architecture; no ledger, acoustics or lever"
"2609.19334","A frontend-backend architecture for tool calls in full-duplex speech models","A","Duplex frontend delegates streaming ASR transcripts to a text backend for tool calls; 92-97% recall","Selection/recall, not argument silent-wrong; no acoustics or lever"
"2609.21967","NemotronLabs VoiceChat: An Open Full-duplex Speech-to-Speech Model with Tool Calling Capabilities","A","Open duplex S2S model with structured function-call stream; 82.5% tool-selection F1 on FDB 3.0, argument accuracy remains weak","Model release; argument gap not dissected"
"2609.25176","Qwen-Audio-3.1-Realtime: Towards Reliable Agentic Voice Interaction","A","Think/Act/Speak training; 82.0% on half-duplex τ-Voice adaptation","Model report; no ledger or lever"
"2510.02044","Stream RAG: Instant and Accurate Spoken Dialogue Systems with Streaming Tool Usage","A","First tool use inside speech-in speech-out systems; AudioCRAG; QA 11.1%->34.2%","Retrieval QA; no entity arguments, acoustics or lever"
"2604.15710","VoxMind: An End-to-End Agentic Spoken Dialogue System","A","AgentChat data, Think-before-Speak, dynamic tool management; task completion 34.88%->74.57%","System; no ledger or lever"
"2512.20156","Fun-Audio-Chat Technical Report","A","LALM with dual-resolution speech tokens; reports Speech Function Calling among capabilities","Aggregate score only"
"2601.07367","FOCAL: A Novel Benchmarking Technique for Multi-modal Agents","A","Framework for component-wise error propagation in cascaded voice agents; Reasoning and Semantic scores","No entity ledger, acoustics crossing or lever"
"2608.28916","VoiceCodeBench: Evaluating Exact Structured-Token Recovery in Automatic Speech Recognition","A","1,482 entities, 26 types, 19 ASR systems; WER has little rank agreement with entity match (rho=-0.28) or task success (-0.22); best TSR 68.7%","ASR-only; no LLM, tool call, execution or lever; WER decoupling at ASR stage only"
"2603.25727","Back to Basics: Revisiting ASR in the Age of Voice Agents","A","WildASR: real-speech diagnostic benchmark (environment, demographic, language axes); ASR hallucinates plausible unspoken content under degradation","ASR-only; downstream agent behaviour motivated not measured"
"2603.16411","RECOVER: Robust Entity Correction via agentic Orchestration of hypothesis Variants for Evidence-based Recovery","A","n-best-based agentic post-ASR entity correction; 8-46% relative entity-WER reduction","Transcript correction, not confirmation lever on executed calls; no pipeline comparison"
"2605.17443","Analyzing Error Propagation in Korean Spoken QA with ASR-LLM Cascades","A","Cascade degradation tracks ASR information loss; single-character errors salient; audio LLM beats matched cascade in noise","QA not tool execution; no ledger or lever"
"2608.03970","Should We Type or Talk to LLM Agents? A Comprehensive Study of Voice and Keyboard Input Perturbations","A","HIVE: voice transcription perturbations hurt more than keyboard noise; harm tracks token survival; thinking budget does not fix spoken registers","Text-level perturbation, no audio, no tool calls"
"2602.11348","AgentNoiseBench: Benchmarking Robustness of Tool-Using LLM Agents Under Noisy Condition","A","User-noise and tool-noise injection into agent benchmarks; consistent sensitivity","Text channel; no speech or lever"
"2410.17196","VoiceBench: Benchmarking LLM-Based Voice Assistants","A","6,783 spoken instructions, speaker/environment/content variations, knowledge/IF/safety","No tool calling"
"2406.16020","AudioBench: A Universal Benchmark for Audio Large Language Models","A","8 tasks, 26 datasets for AudioLLMs","No tool calling"
"2509.22651","VoiceAssistant-Eval: Benchmarking AI Assistants across Listening, Speaking, and Viewing","A","10,497 examples, 13 categories, 21 open models + GPT-4o-Audio","No tool calling"
"2510.15406","VocalBench-DF: A Benchmark for Evaluating Speech LLM Robustness to Disfluency","A","22 Speech-LLMs degrade under disfluency taxonomy; phoneme-level and long-context bottlenecks","Disfluency only"
"2603.16783","SpokenUS: A Spoken User Simulator for Task-Oriented Dialogue","A","SpokenTOD 52K dialogues with cross-turn slots, barge-in, disfluency, prosody; SpokenUS simulator","No execution ledger, acoustic band or lever"
"2305.13040","SpokenWOZ: A Large-Scale Speech-Text Benchmark for Spoken Task-Oriented Dialogue Agents","A","249 h human spoken TOD; cross-turn/reasoning slots; best DST JGA 25.65%","Slot tracking, no executed calls, no lever"
"2207.10643","STOP: A Dataset for Spoken Task Oriented Semantic Parsing","A","Largest public E2E SLU dataset with parses, human + TTS audio","Parsing accuracy only"
"2608.19515","Hear2Act: Benchmarking When Prosody Should Change What an Assistant Does","A","480 scenarios; prosody matters when lexical evidence is insufficient; audio LLMs need explicit intermediate representation","Prosody-to-action, not entity capture"
