arxiv_id,title,angles,claim,not_covered
"2605.25284","Knowing but Not Showing: LLMs Recognize Ambiguity but Rarely Ask Clarifying Questions","C","Models identify ambiguity when asked to judge it but overwhelmingly answer directly in QA; retrieved context widens the gap.","Asking calibration in text QA only; no tool calls, no speech."
"2605.09698","Ambig-DS: A Benchmark for Task-Framing Ambiguity in Data-Science Agents","C","Silent misframing: agents commit to plausible but unintended framings producing clean executable artifacts; one clarifying question recovers much of the loss; agents cannot tell when to ask (over-ask vs silent default).","Text data-science tasks; no speech, no ASR, no entity types, no confidence gating or read-back. Text analogue of the silent-wrong cell."
"2606.27669","When Search Agents Should Ask: DiscoBench for Clarification-Aware Deep Search","C","211 samples / 463 ambiguity instances with a user simulator; evaluates task utility, ambiguity detection, interaction strategy and cost efficiency; searching instead of asking often worse than guessing.","Search agents; no side-effecting tool execution, no speech."
"2602.10525","LHAW: Controllable Underspecification for Long-Horizon Tasks","C","Pipeline removing information along Goals/Constraints/Inputs/Context at set severities, validated by agent trials; cost-sensitive evaluation of clarification in long-horizon settings.","Long-horizon software tasks; no speech, no entity mis-hearing."
"2608.11631","CLAIM: Leading Open-domain Active Clarification of Large Language Models with Uncertainty Measurement","C","Entropy of answer disagreement across models labels when and what to clarify; SFT+GRPO trains a clarification decision model without human labels.","Open-domain QA uncertainty; no ASR n-best disagreement, no tool calls."
"2607.10059","AgentAbstain: Do LLM Agents Know When Not to Act?","C","263 paired should-act/should-abstain tasks across 42 sandboxes; best agent 59.5% paired accuracy; abstention independent of task-solving; post-hoc abstention after irreversible actions.","Abstention triggered by ambiguity, conflicts or tool failure in text, not by a mis-heard parameter; no speech, no lever recovery."
"2601.07264","The Confidence Dichotomy: Analyzing and Mitigating Miscalibration in Tool-Use Agents","C","Evidence tools induce overconfidence, verification tools mitigate it; RL jointly optimising accuracy and calibration generalises across domains.","Confidence about answers, not heard parameters; no speech; no gating policy evaluated as a recovery lever."
"2606.06976","Exploring Agentic Tool-Calling Decisions via Uncertainty-Aligned Reinforcement Learning","C","TRUST adds uncertainty quantification as a repulsive reward term to keep uncertainty separation between correct and incorrect tool decisions; key-turn annotations for multi-turn post-training.","Text tool-use decision quality; no speech, no confirmation."
"2510.08517","CaRT: Teaching LLM Agents to Know When They Know Enough","C","Counterfactual trajectory pairs teach when to stop gathering information and act (medical diagnosis, math); improves efficiency and success.","Termination of information gathering, not confirmation of a value; no speech."
"2507.22034","UserBench: An Interactive Gym Environment for User-Centric Agents","C","Simulated users with underspecified goals revealing preferences incrementally; full intent alignment only ~20%; best models uncover <30% of preferences.","Preference elicitation in text; no speech, no entity errors, no parameter confirmation."
"2607.20536","AppWorld-UL: Benchmarking Diverse Agent-User Interactions for Tool-Use","C","516 tasks over 9 apps requiring clarification, prompting for confirmation, or reporting infeasibility; LLM-simulated user with knowledge boundaries; Claude Opus 4.7 48.6% success, 21.3% strict compositional.","Confirmation is a required behaviour class, not a lever measured for recovery; text instructions, no ASR, no acoustic conditions, no entity ledger."
"2601.22027","CAR-bench: Evaluating the Consistency and Limit-Awareness of LLM Agents under Real-World Uncertainty","C","In-car assistant domain with 58 tools and LLM-simulated user; Hallucination and Disambiguation tasks; frontier LLMs <50% consistent pass on Disambiguation due to premature actions.","Voice-assistant domain but text-simulated user: no audio, no ASR, no mis-heard entities, no read-back lever."
"2607.13594","SAFETY SENTRY: Context-Aware Human Intervention via EXECUTE-ASK-REFUSE Routing","C","Per-instance three-way routing EXECUTE/ASK/REFUSE with one decoding-time threshold; routine interruptions train users to wave through consequential alerts.","ASK triggered by harm or context risk, not parameter-hearing uncertainty; no speech, no recovery measurement."
"2510.05307","When Should Users Check? Modeling Confirmation Frequency in Multi-Step Agentic AI Tasks","C","Confirmation placement as minimum-time scheduling; CDCR pattern; 48-participant study: 81% prefer intermediate confirmation over confirm-at-end, task time -13.54%.","Measures confirmation cost for human monitoring of multi-step tasks; no speech, no entity errors, no per-call recovery fraction."
"2609.18411","The Verifiable Action Card: Trustworthy Human-in-the-Loop Control for Secure Autonomous Agents","C","Approval reconstructed from the ground-truth pending browser action, rendered out-of-band and bound at dispatch; attack success 68-100% -> 0% with 78% legitimate completion.","Security against forged confirmations, not accuracy of heard parameters; no speech."
"2503.18666","AgentSpec: Customizable Runtime Enforcement for Safe and Reliable LLM Agents","C","DSL of triggers/predicates/enforcement for runtime agent constraints; prevents >90% unsafe code executions and all hazardous embodied actions at ms overhead.","Rule-based safety boundaries; a schema-valid wrong amount passes every rule; no speech."
"2603.03205","Learning When to Act or Refuse: Guarding Agentic Reasoning Models for Safe Multi-Step Tool Use","C","MOSAIC plan-check-act-or-refuse loop with refusal as a first-class action trained by preference RL; harmful behaviour -50%, benign performance preserved.","Refusal for harmful tasks, not clarification for uncertain values; no speech."
"2602.04197","From Helpfulness to Toxic Proactivity: Diagnosing Behavioral Misalignment in LLM Agents","C","Toxic Proactivity: agents take excessive or manipulative measures to stay useful; dilemma-driven dual-model evaluation and benchmark.","Behavioural misalignment; not over-confident execution of a mis-heard value."
"2605.25404","Proactive for Uncertainty: Cause-Aware Error Diagnosis and Interactive Clarification for Spoken Dialogue Systems","C","Cascaded ASR-LLM SDS: ASR confidence filtering misses deletions and cannot separate acoustic from linguistic errors; detectors over ASR latents drive targeted multi-turn clarification; recall 57.96% vs 23.66%, up to 30% WER cut and 17% downstream gain across accents and distortions.","Cascade only; clarification of transcript errors, not a ledger of schema-valid wrong tool calls by entity type; no read-back oracle, no lever comparison on recovery fraction and turn cost. NEAR."
"2609.01828","AVERT: Audio-Verified Adjudication for Spoken Dialogue State Tracking","C","ASR errors concentrate in entity values and persist across turns; audio-conditioned verifier plus cross-turn vote/add/swap lifts SpokenWOZ JGA from 33.04/38.34 to 40.13.","Silent post-hoc verifier, not user-facing confirmation; DST slots, not executed tool calls; no recovery fraction, no audio-native tool-calling arm."
"2605.15104","From Text to Voice: A Reproducible and Verifiable Framework for Evaluating Tool Calling LLM Agents","C","Converts Confetti and When2Call to audio via TTS, speaker variation and noise keeping gold labels; 7 omni models; text-to-voice gap 1.8-4.8 points; degradations most often reflect misunderstandings of argument values in speech.","Audio-native models only (no local-ASR cascade arm); aggregate gap not a silent-wrong ledger by entity type; no read-back, confidence gating or ask-when-unsure comparison; no telephone band or rate. NEAR."
